"id","price","external_category","status","title","description","images","store","portal_status","shipping","shipping_weight_kg","free_shipping","hashtags","brand","model","stock"
"9788490438565-as_good_as_new","5.99","Infantil - Aventuras","as_good_as_new","La Diversion de Martina","La Diversion de Martina\n\nAutor: D'antiochia\nEditorial: montena (2017)\nIdioma: Español\nISBN: 9788490438565\n\nRecomendado para: niños y jóvenes que disfrutan de historias creativas y emocionantes.\n\n""La Diversión de Martina"" es una obra que invita a los más jóvenes a explorar su imaginación y disfrutar de la lectura de una forma amena.\n\nLibro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1779471123/revolibro/books/9788490438565-01/la-diversion-de-martina-dantiochia-front-1.webp|https://res.cloudinary.com/di9ks68wq/image/upload/v1779471125/revolibro/books/9788490438565-01/la-diversion-de-martina-dantiochia-other-2.webp","1","active","true","1","false","Infantil|Aventuras","","","1"
"9782011557476-good","5.99","Novela contemporánea","good","La dernière nuit au phare","La dernière nuit au phare\n\nAutor: Pascale Paoli\nEditorial: hachette (2012)\nIdioma: Francés\nISBN: 9782011557476\n\nCon CD incluido, este libro ofrece una experiencia única. Una narrativa que explora el misterio y la intimidad en un faro, ideal para los amantes de la literatura contemporánea.\n\nLibro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1778856621/revolibro/books/9782011557476-01/la-derniere-nuit-au-phare-pascale-paoli-front-1.webp|https://res.cloudinary.com/di9ks68wq/image/upload/v1778856623/revolibro/books/9782011557476-01/la-derniere-nuit-au-phare-pascale-paoli-other-2.webp|https://res.cloudinary.com/di9ks68wq/image/upload/v1778856624/revolibro/books/9782011557476-01/la-derniere-nuit-au-phare-pascale-paoli-other-3.webp","1","active","true","1","false","Novela contemporánea|Literatura francesa|Novela con CD|Misterio en el faro|Narrativa emocional","","","1"
"9788476601389-as_good_as_new","5.99","Humor","as_good_as_new","¡Ací no paga ni Déu! - Dario Fo","¡Ací no paga ni Déu! Autor: Dario Fo Editorial: Bromera (1993) Idioma: Valenciano/Catalán ISBN: 9788476601389 Descripción atractiva del contenido en 2-4 líneas. Enfócate en la trama, valor del libro, por qué es interesante. Este libro invita a reflexionar sobre la justicia y la moralidad en la sociedad, combinando humor y sátira política, ideal para quienes buscan entretenimiento inteligente. Libro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1772136595/revolibro/books/9788476601389-05/aci-no-paga-ni-deu-dario-fo-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1772136597/revolibro/books/9788476601389-05/aci-no-paga-ni-deu-dario-fo-other-2.jpg","1","active","true","1","false","Humor","","","1"
"9788490438565-good","5.99","Infantil - Aventuras","good","La Diversion de Martina","La Diversion de Martina\n\nAutor: D'antiochia\nEditorial: montena (2017)\nIdioma: Español\nISBN: 9788490438565\n\nRecomendado para: niños y jóvenes que disfrutan de historias creativas y emocionantes.\n\n""La Diversión de Martina"" es una obra que invita a los más jóvenes a explorar su imaginación y disfrutar de la lectura de una forma amena.\n\nLibro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1779471123/revolibro/books/9788490438565-01/la-diversion-de-martina-dantiochia-front-1.webp","1","active","true","1","false","Infantil|Aventuras","","","2"
"9788426810458-good","4.99","Novela contemporánea","good","La mirada d'Al-Azraq - Silvestre Vilaplana Barnés","'La mirada d'Al-Azraq' Autor: Silvestre Vilaplana Barnés Editorial: Editorial Marfil (1999) Idioma: Valenciano/Catalán ISBN: 9788426810458 Descubre 'La mirada d´Al-Azraq', una cautivadora obra de narrativa que te sumerge en un universo lleno de intriga y emociones. Perfecto para amantes de la literatura en valenciano, este libro es ideal para quienes buscan historias profundas y reflexivas. Libro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1775994662/revolibro/books/9788426810458-03/la-mirada-dal-azraq-silvestre-vilaplana-barnes-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1775994663/revolibro/books/9788426810458-03/la-mirada-dal-azraq-silvestre-vilaplana-barnes-other-2.jpg","1","active","true","1","false","Novela contemporánea","","","1"
"9788427200692-as_good_as_new","5.39","Infantil - Humor","as_good_as_new","Diario de greg 5: la cruda realidad","Diario de Greg 5: La cruda realidad Autor: Jeff Kinney Editorial: RBA (2007) Idioma: Español ISBN: 9788427200692 Acompaña a Greg Heffley en sus nuevas aventuras llenas de humor y situaciones cotidianas. Este libro es un reflejo perfecto de la vida escolar y las amistades adolescentes. Una lectura divertida que no te puedes perder. Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1763132332/revolibro/books/9788427200692-01/diario-de-greg-5-la-cruda-realidad-jeff-kinney-other-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1763132334/revolibro/books/9788427200692-01/diario-de-greg-5-la-cruda-realidad-jeff-kinney-other-2.jpg","1","active","true","1","false","Infantil|Humor","","","1"
"9788427204638-as_good_as_new","5.39","Infantil - Humor","as_good_as_new","Diario de Greg 8: Mala suerte","Diario de Greg: Mala suerte Autor: Jeff Kinney Editorial: RBA (2014) Idioma: Español ISBN: 9788427204638 Acompaña a Greg Heffley en una nueva serie de desventuras que no te dejarán de reír. Con un estilo fresco y dinámico, este libro es perfecto para los amantes de la comedia juvenil. ¡No te lo puedes perder! Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1763132460/revolibro/books/9788427204638-01/diario-de-greg-mala-suerte-jeff-kinney-other-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1763132461/revolibro/books/9788427204638-01/diario-de-greg-mala-suerte-jeff-kinney-other-2.jpg","1","active","true","1","false","Infantil|Humor","","","1"
"9788494411021-good","6.99","Juvenil - Fantasía y aventura","good","La reina roja, el poder de un reino peligroso","La reina roja, el poder de un reino peligroso Autor: Victoria Aveyard Editorial: Oceano (2015) Idioma: Español ISBN: 9788494411021 Sumérgete en un fascinante mundo donde el poder y la traición se entrelazan. Acompaña a Mare Barrow en su lucha por la libertad en un reino dividido. Esta novela de fantasía es un viaje lleno de acción y sorpresas, ideal para los amantes de la intriga. Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1776801421/revolibro/books/9788494411021-02/la-reina-roja-el-poder-de-un-reino-peligroso-victoria-aveyard-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1776801422/revolibro/books/9788494411021-02/la-reina-roja-el-poder-de-un-reino-peligroso-victoria-aveyard-other-2.jpg","1","active","true","1","false","Juvenil|Fantasía y aventura","","","1"
"9788408081210-as_good_as_new","5.39","Juvenil - Fantasía y aventura","as_good_as_new","Tercer viaje al reino de la Fantasía","Tercer viaje al reino de la Fantasía Autor: Elisabetta Dami, Titi Plumederat, David Nel·lo Editorial: Editorial Planeta, S.A. (Destino) (2010) Idioma: Español ISBN: 9788408081210 Acompaña a los protagonistas en su fascinante aventura en un mundo mágico donde la valentía y la amistad son clave. Este libro de fantasía es perfecto para los jóvenes lectores que buscan emociones y nuevas experiencias. ¡Sumérgete en esta historia inolvidable! Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1763132257/revolibro/books/9788408081210-01/tercer-viaje-al-reino-de-la-fantasia-elisabetta-dami-other-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1763132258/revolibro/books/9788408081210-01/tercer-viaje-al-reino-de-la-fantasia-elisabetta-dami-other-2.jpg","1","active","true","1","false","Juvenil|Fantasía y aventura","","","1"
"9788408227977-as_good_as_new","7.99","Infantil","as_good_as_new","Las Ratitas 2. Súper Alma en acción","""Las Ratitas 2. Súper Alma en acción""\n\nAutor: Las Ratitas\nEditorial: Destino Infantil & Juvenil (2020)\nIdioma: Español\nISBN: 9788408227977\n\nRecomendado para: niños a partir de 6 años.\n\nUna emocionante aventura infantil que cautivará a los más pequeños, perfecta para fomentar la lectura y la imaginación. Disfruta de historias llenas de amistad y valentía.\n\nLibro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1779471245/revolibro/books/9788408227977-01/las-ratitas-2-super-alma-en-accion-las-ratitas-front-1.webp|https://res.cloudinary.com/di9ks68wq/image/upload/v1779471246/revolibro/books/9788408227977-01/las-ratitas-2-super-alma-en-accion-las-ratitas-other-2.webp","1","active","true","1","false","Infantil|Aventuras|Lectura infantil|Amistad|Valentía|Aventuras para 6 años|Destino Infantil & Juvenil","","","1"
"9788421686553-as_good_as_new","5.99","Infantil - Humor","as_good_as_new","El genial mundo de Tom Gates - Liz Pichon","El genial mundo de Tom Gates Autor: Liz Pichon Editorial: Bruño (2014) Idioma: Español ISBN: 9788421686553 Sumérgete en las aventuras de Tom Gates, un niño lleno de imaginación y ocurrencias que te harán reír. Este libro es ideal para aquellos que buscan entretenimiento y diversión en cada página. Libro de segunda mano en buen estado, revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1762092728/revolibro/books/9788421686553/el-genial-mundo-de-tom-gates-liz-pichon-other-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1762092729/revolibro/books/9788421686553/el-genial-mundo-de-tom-gates-liz-pichon-other-2.jpg","1","active","true","1","false","Infantil|Humor","","","2"
"9788476601389-fair","3.99","Humor","fair","¡Ací no paga ni Déu! - Dario Fo","¡Ací no paga ni Déu! Autor: Dario Fo Editorial: Bromera (1993) Idioma: Valenciano/Catalán ISBN: 9788476601389 Descripción atractiva del contenido en 2-4 líneas. Enfócate en la trama, valor del libro, por qué es interesante. Este libro invita a reflexionar sobre la justicia y la moralidad en la sociedad, combinando humor y sátira política, ideal para quienes buscan entretenimiento inteligente. Libro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1775864112/revolibro/books/9788476601389-06/aci-no-paga-ni-deu-dario-fo-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1775864113/revolibro/books/9788476601389-06/aci-no-paga-ni-deu-dario-fo-other-2.jpg","1","active","true","1","false","Humor","","","1"
"8487462278-good","14.99","Otros de no ficción","good","Diccionario de citas - Wenceslao Castañares, José Luis González Quirós","Diccionario de citas Autor: Wenceslao Castañares, José Luis González Quirós Editorial: Ediciones Akal (1996) Idioma: Español ISBN: 8487462278 Este diccionario es una recopilación única de citas inspiradoras de diversos autores, ideal para escritores, estudiantes y cualquier amante de la literatura. Te ofrece una fuente inagotable de ideas y reflexiones. Un recurso imprescindible para enriquecer tu mente y tus escritos. Libro de segunda mano revisado. Gracias por apoyar la reutilización. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1775730504/revolibro/books/8487462278-01/diccionario-de-citas-wenceslao-castanares-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1775730506/revolibro/books/8487462278-01/diccionario-de-citas-wenceslao-castanares-other-2.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1775730507/revolibro/books/8487462278-01/diccionario-de-citas-wenceslao-castanares-other-3.jpg","1","active","true","2","false","Historia","","","1"
"9788408074496-good","5.69","Juvenil - Fantasía y aventura","good","Regreso al reino de la Fantasía - Elisabetta Dami","Regreso al reino de la Fantasía Autor: Elisabetta Dami Editorial: Editorial Planeta, S.A. (Destino) (2008) Idioma: Español ISBN: 9788408074496 Un emocionante viaje a un mundo mágico lleno de aventuras y amistad. Este libro es ideal para jóvenes lectores que quieren dejar volar su imaginación y descubrir la importancia de la creatividad. ¡No te lo pierdas! Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","static/covers/9788408074496-01/regreso-al-reino-de-la-fantasia-elisabetta-dami-front-1.jpg","1","active","true","1","false","Juvenil|Fantasía y aventura","","","2"
"9788408081210-good","6.99","Juvenil - Fantasía y aventura","good","Tercer viaje al reino de la Fantasía","Tercer viaje al reino de la Fantasía Autor: Elisabetta Dami, Titi Plumederat, David Nel·lo Editorial: Editorial Planeta, S.A. (Destino) (2010) Idioma: Español ISBN: 9788408081210 Acompaña a los protagonistas en su fascinante aventura en un mundo mágico donde la valentía y la amistad son clave. Este libro de fantasía es perfecto para los jóvenes lectores que buscan emociones y nuevas experiencias. ¡Sumérgete en esta historia inolvidable! Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1776884483/revolibro/books/9788408081210-03/tercer-viaje-al-reino-de-la-fantasia-elisabetta-dami-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1776884484/revolibro/books/9788408081210-03/tercer-viaje-al-reino-de-la-fantasia-elisabetta-dami-other-2.jpg","1","active","true","1","false","Juvenil|Fantasía y aventura","","","1"
"9788408087595-as_good_as_new","5.39","Infantil - Aventuras","as_good_as_new","Cuarto viaje al Reino de la Fantasía - Geronimo Stilton","Cuarto viaje al Reino de la Fantasía Autor: Geronimo Stilton Editorial: Editorial Planeta, S.A. (Destino) (2009) Idioma: Español ISBN: 9788408087595 Sumérgete en la magia de 'Cuarto viaje al reino de la Fantasía'. Una emocionante aventura que cautivará a jóvenes soñadores y amantes de la fantasía. Perfecto para estimular la imaginación y el deseo de aventura. ¡No dejes pasar esta oportunidad de disfrutarlo a un precio justo y sostenible! Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1763132501/revolibro/books/9788408087595-01/cuarto-viaje-al-reino-de-la-fantasia-elisabetta-dami-other-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1763132505/revolibro/books/9788408087595-01/cuarto-viaje-al-reino-de-la-fantasia-elisabetta-dami-other-2.jpg","1","active","true","1","false","Infantil|Aventuras","","","1"
"9788408132004-as_good_as_new","14.24","Infantil - Aventuras","as_good_as_new","El gran libro del reino de la fantasía - Elisabetta Dami","El gran libro del reino de la fantasía Autor: Elisabetta Dami Editorial: Destino, Destino Infantil & Juvenil (2014) Idioma: Español ISBN: 9788408132004 Descubre un mundo mágico lleno de aventuras inolvidables. Este libro es perfecto para fomentar la imaginación en los más pequeños y despertar su amor por la lectura. Una joya literaria que no te puedes perder. Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1770070985/revolibro/books/9788408132004-05/el-gran-libro-del-reino-de-la-fantasia-elisabetta-dami-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1770070987/revolibro/books/9788408132004-05/el-gran-libro-del-reino-de-la-fantasia-elisabetta-dami-other-2.jpg","1","active","true","1","false","Infantil|Aventuras","","","1"
"9788421686553-good","5.49","Infantil - Humor","good","El genial mundo de Tom Gates - Liz Pichon","El genial mundo de Tom Gates Autor: Liz Pichon Editorial: Bruño (2014) Idioma: Español ISBN: 9788421686553 Sumérgete en las aventuras de Tom Gates, un niño lleno de imaginación y ocurrencias que te harán reír. Este libro es ideal para aquellos que buscan entretenimiento y diversión en cada página. Libro de segunda mano en buen estado, revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1776884499/revolibro/books/9788421686553-04/el-genial-mundo-de-tom-gates-liz-pichon-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1776884501/revolibro/books/9788421686553-04/el-genial-mundo-de-tom-gates-liz-pichon-other-2.jpg","1","active","true","1","false","Infantil|Humor","","","1"
"9788427200074-fair","5.39","Infantil - Humor","fair","Diario de Greg 3: ¡Esto es el colmo! - Jeff Kinney","Diario de Greg 3: ¡Esto es el colmo! Autor: Jeff Kinney Editorial: RDA (2010) Idioma: Español ISBN: 9788427200074 Sumérgete en las divertidas aventuras de Greg Heffley, un joven que enfrenta los retos de la vida escolar con humor y creatividad. Este libro es perfecto para fomentar la lectura entre los más jóvenes, ofreciendo risas y reflexiones en cada página. Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1763132237/revolibro/books/9788427200074-01/diario-de-greg-3-esto-es-el-colmo-jeff-kinney-other-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1763132239/revolibro/books/9788427200074-01/diario-de-greg-3-esto-es-el-colmo-jeff-kinney-other-2.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1763132240/revolibro/books/9788427200074-01/diario-de-greg-3-esto-es-el-colmo-jeff-kinney-other-3.jpg","1","active","true","1","false","Infantil|Humor","","","1"
"9788408087595-good","5.69","Infantil - Aventuras","good","Cuarto viaje al Reino de la Fantasía - Geronimo Stilton","Cuarto viaje al Reino de la Fantasía Autor: Geronimo Stilton Editorial: Editorial Planeta, S.A. (Destino) (2009) Idioma: Español ISBN: 9788408087595 Sumérgete en la magia de 'Cuarto viaje al reino de la Fantasía'. Una emocionante aventura que cautivará a jóvenes soñadores y amantes de la fantasía. Perfecto para estimular la imaginación y el deseo de aventura. ¡No dejes pasar esta oportunidad de disfrutarlo a un precio justo y sostenible! Libro de segunda mano revisado. Gracias por apoyar la reutilizacion. Puede contener sellos o firmas de propietarios anteriores.","https://res.cloudinary.com/di9ks68wq/image/upload/v1770070860/revolibro/books/9788408087595-02/cuarto-viaje-al-reino-de-la-fantasia-elisabetta-dami-front-1.jpg|https://res.cloudinary.com/di9ks68wq/image/upload/v1770070861/revolibro/books/9788408087595-02/cuarto-viaje-al-reino-de-la-fantasia-elisabetta-dami-other-2.jpg","1","active","true","1","false","Infantil|Aventuras","","","1"
